file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/strokeDataset\sub-36\anat\sub-36_T1w.nii.gz,"(160, 288, 288)",float64,"(np.float32(0.9999931), np.float32(0.8680556), np.float32(0.8680555))",13271040,6.0039472579956055,"(160, 288, 288)",float64,"(np.float32(0.9999931), np.float32(0.8680556), np.float32(0.8680555))",13271040,6.0039472579956055
D:/strokeDataset\sub-36\dwi\sub-36_rec-ADC_dwi.nii.gz,"(240, 240, 24, 1)",float64,"(np.float32(1.0416669), np.float32(1.0416666), np.float32(5.9999986), np.float32(0.0))",1382400,0.5718021392822266,"(240, 240, 24)",float64,"(np.float32(1.0416669), np.float32(1.0416666), np.float32(5.9999986))",1382400,0.5718002319335938
D:/strokeDataset\sub-36\dwi\sub-36_rec-TRACE_dwi.nii.gz,"(240, 240, 24, 1)",float64,"(np.float32(1.0416669), np.float32(1.0416666), np.float32(5.9999986), np.float32(0.0))",1382400,0.5217084884643555,"(240, 240, 24)",float64,"(np.float32(1.0416669), np.float32(1.0416666), np.float32(5.9999986))",1382400,0.5865077972412109
D:/strokeDataset\sub-360\anat\sub-360_FLAIR.nii.gz,"(336, 221, 336)",float64,"(np.float32(0.6026765), np.float32(1.0), np.float32(0.6026765))",24950016,7.326658248901367,"(336, 221, 336)",float64,"(np.float32(0.6026765), np.float32(1.0), np.float32(0.6026765))",24950016,7.326658248901367
D:/strokeDataset\sub-360\anat\sub-360_T1w.nii.gz,"(170, 256, 256)",float64,"(np.float32(1.000011), np.float32(1.0), np.float32(1.0))",11141120,3.7726821899414062,"(170, 256, 256)",float64,"(np.float32(1.000011), np.float32(1.0), np.float32(1.0))",11141120,3.7726821899414062
D:/strokeDataset\sub-360\dwi\sub-360_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.8984376), np.float32(0.8984375), np.float32(5.999999), np.float32(0.0))",1703936,0.9879674911499023,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.8984375), np.float32(5.999999))",1703936,0.9879655838012695
D:/strokeDataset\sub-360\dwi\sub-360_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.8984376), np.float32(0.8984375), np.float32(5.999999), np.float32(0.0))",1703936,0.6690378189086914,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.8984375), np.float32(5.999999))",1703936,0.7305498123168945
D:/strokeDataset\sub-361\anat\sub-361_FLAIR.nii.gz,"(400, 400, 33)",float64,"(np.float32(0.575), np.float32(0.5749999), np.float32(5.999997))",5280000,2.3527822494506836,"(400, 400, 33)",float64,"(np.float32(0.575), np.float32(0.5749999), np.float32(5.999997))",5280000,2.3527822494506836
D:/strokeDataset\sub-361\anat\sub-361_T1w.nii.gz,"(400, 400, 33)",float64,"(np.float32(0.6), np.float32(0.6000001), np.float32(5.9999976))",5280000,2.25506591796875,"(400, 400, 33)",float64,"(np.float32(0.6), np.float32(0.6000001), np.float32(5.9999976))",5280000,2.25506591796875
D:/strokeDataset\sub-361\dwi\sub-361_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(6.0), np.float32(0.0))",1703936,1.1113128662109375,"(256, 256, 26)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(6.0))",1703936,1.111313819885254
D:/strokeDataset\sub-361\dwi\sub-361_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(6.0), np.float32(0.0))",1703936,0.6691341400146484,"(256, 256, 26)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(6.0))",1703936,0.7133560180664062
D:/strokeDataset\sub-362\anat\sub-362_FLAIR.nii.gz,"(184, 320, 320)",float64,"(np.float32(0.8999907), np.float32(0.7812501), np.float32(0.78124994))",18841600,6.7162885665893555,"(184, 320, 320)",float64,"(np.float32(0.8999907), np.float32(0.7812501), np.float32(0.78124994))",18841600,6.7162885665893555
D:/strokeDataset\sub-362\anat\sub-362_T1w.nii.gz,"(160, 288, 288)",float64,"(np.float32(0.99999756), np.float32(0.8680556), np.float32(0.8680556))",13271040,6.219821929931641,"(160, 288, 288)",float64,"(np.float32(0.99999756), np.float32(0.8680556), np.float32(0.8680556))",13271040,6.219821929931641
D:/strokeDataset\sub-362\dwi\sub-362_rec-ADC_dwi.nii.gz,"(240, 240, 26, 1)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(6.0), np.float32(0.0))",1497600,0.5979471206665039,"(240, 240, 26)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(6.0))",1497600,0.5979480743408203
D:/strokeDataset\sub-362\dwi\sub-362_rec-TRACE_dwi.nii.gz,"(240, 240, 26, 1)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(6.0), np.float32(0.0))",1497600,0.5908699035644531,"(240, 240, 26)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(6.0))",1497600,0.6357517242431641
D:/strokeDataset\sub-363\anat\sub-363_FLAIR.nii.gz,"(1024, 220, 1024)",float64,"(np.float32(0.24456517), np.float32(1.0000021), np.float32(0.24456525))",230686720,46.89527988433838,"(1024, 220, 1024)",float64,"(np.float32(0.24456517), np.float32(1.0000021), np.float32(0.24456525))",230686720,46.89527988433838
D:/strokeDataset\sub-363\anat\sub-363_T1w.nii.gz,"(348, 560, 560)",float64,"(np.float32(0.5000063), np.float32(0.45), np.float32(0.45))",109132800,38.10647964477539,"(348, 560, 560)",float64,"(np.float32(0.5000063), np.float32(0.45), np.float32(0.45))",109132800,38.10647964477539
D:/strokeDataset\sub-363\dwi\sub-363_rec-ADC_dwi.nii.gz,"(384, 384, 26, 1)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000024), np.float32(0.0))",3833856,1.3348360061645508,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000024))",3833856,1.3348369598388672
D:/strokeDataset\sub-363\dwi\sub-363_rec-TRACE_dwi.nii.gz,"(384, 384, 26, 1)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000024), np.float32(0.0))",3833856,1.4895963668823242,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000024))",3833856,1.6937665939331055
D:/strokeDataset\sub-364\anat\sub-364_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.8999924), np.float32(0.48924732), np.float32(0.48924732))",52428800,15.002635955810547,"(200, 512, 512)",float64,"(np.float32(0.8999924), np.float32(0.48924732), np.float32(0.48924732))",52428800,15.002635955810547
D:/strokeDataset\sub-364\anat\sub-364_T1w.nii.gz,"(370, 512, 512)",float64,"(np.float32(0.49999043), np.float32(0.48387092), np.float32(0.48387095))",96993280,29.37366771697998,"(370, 512, 512)",float64,"(np.float32(0.49999043), np.float32(0.48387092), np.float32(0.48387095))",96993280,29.37366771697998
D:/strokeDataset\sub-364\dwi\sub-364_rec-ADC_dwi.nii.gz,"(288, 288, 24, 1)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999995), np.float32(0.0))",1990656,0.9091348648071289,"(288, 288, 24)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999995))",1990656,0.9091329574584961
D:/strokeDataset\sub-364\dwi\sub-364_rec-TRACE_dwi.nii.gz,"(288, 288, 24, 1)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999995), np.float32(0.0))",1990656,0.6219167709350586,"(288, 288, 24)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.9999995))",1990656,0.7046499252319336
D:/strokeDataset\sub-365\anat\sub-365_FLAIR.nii.gz,"(336, 221, 336)",float64,"(np.float32(0.6026765), np.float32(0.9999954), np.float32(0.6026766))",24950016,7.293298721313477,"(336, 221, 336)",float64,"(np.float32(0.6026765), np.float32(0.9999954), np.float32(0.6026766))",24950016,7.293298721313477
D:/strokeDataset\sub-365\anat\sub-365_T1w.nii.gz,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.5989583), np.float32(5.999997))",3833856,2.327972412109375,"(384, 384, 26)",float64,"(np.float32(0.5989583), np.float32(0.5989583), np.float32(5.999997))",3833856,2.327972412109375
D:/strokeDataset\sub-365\dwi\sub-365_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.89843744), np.float32(0.8984375), np.float32(6.0000024), np.float32(0.0))",1703936,0.7281341552734375,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.8984375), np.float32(6.0000024))",1703936,0.7281351089477539
D:/strokeDataset\sub-365\dwi\sub-365_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.89843744), np.float32(0.8984375), np.float32(6.0000024), np.float32(0.0))",1703936,0.6998291015625,"(256, 256, 26)",float64,"(np.float32(0.89843744), np.float32(0.8984375), np.float32(6.0000024))",1703936,0.7909002304077148
D:/strokeDataset\sub-366\anat\sub-366_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.8999963), np.float32(0.48924732), np.float32(0.48924735))",52428800,16.58287239074707,"(200, 512, 512)",float64,"(np.float32(0.8999963), np.float32(0.48924732), np.float32(0.48924735))",52428800,16.58287239074707
D:/strokeDataset\sub-366\anat\sub-366_T1w.nii.gz,"(370, 528, 528)",float64,"(np.float32(0.4999989), np.float32(0.4748944), np.float32(0.47489443))",103150080,31.417436599731445,"(370, 528, 528)",float64,"(np.float32(0.4999989), np.float32(0.4748944), np.float32(0.47489443))",103150080,31.417436599731445
D:/strokeDataset\sub-366\dwi\sub-366_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(1.0044624), np.float32(1.0044622), np.float32(6.0000043), np.float32(0.0))",1703936,0.6073884963989258,"(256, 256, 26)",float64,"(np.float32(1.0044624), np.float32(1.0044622), np.float32(6.0000043))",1703936,0.607386589050293
D:/strokeDataset\sub-366\dwi\sub-366_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(1.0044624), np.float32(1.0044622), np.float32(6.0000043), np.float32(0.0))",1703936,0.6743068695068359,"(256, 256, 26)",float64,"(np.float32(1.0044624), np.float32(1.0044622), np.float32(6.0000043))",1703936,0.7635698318481445
D:/strokeDataset\sub-367\anat\sub-367_FLAIR.nii.gz,"(432, 432, 28)",float64,"(np.float32(0.5324075), np.float32(0.5324074), np.float32(6.0000014))",5225472,2.1146020889282227,"(432, 432, 28)",float64,"(np.float32(0.5324075), np.float32(0.5324074), np.float32(6.0000014))",5225472,2.1146020889282227
D:/strokeDataset\sub-367\anat\sub-367_T1w.nii.gz,"(170, 256, 256)",float64,"(np.float32(0.9999922), np.float32(0.9765625), np.float32(0.9765625))",11141120,3.757462501525879,"(170, 256, 256)",float64,"(np.float32(0.9999922), np.float32(0.9765625), np.float32(0.9765625))",11141120,3.757462501525879
D:/strokeDataset\sub-367\dwi\sub-367_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(6.0000067), np.float32(0.0))",1703936,0.7152090072631836,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(6.0000067))",1703936,0.7152109146118164
D:/strokeDataset\sub-367\dwi\sub-367_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(6.0000067), np.float32(0.0))",1703936,0.5489997863769531,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(6.0000067))",1703936,0.6446123123168945
D:/strokeDataset\sub-368\anat\sub-368_FLAIR.nii.gz,"(1024, 220, 1024)",float64,"(np.float32(0.20309226), np.float32(0.7570632), np.float32(0.20309232))",230686720,84.60033988952637,"(1024, 220, 1024)",float64,"(np.float32(0.20309226), np.float32(0.7570632), np.float32(0.20309232))",230686720,84.60033988952637
D:/strokeDataset\sub-368\anat\sub-368_T1w.nii.gz,"(348, 1008, 1008)",float64,"(np.float32(0.49999133), np.float32(0.25074932), np.float32(0.25074932))",353590272,111.11619281768799,"(348, 1008, 1008)",float64,"(np.float32(0.49999133), np.float32(0.25074932), np.float32(0.25074932))",353590272,111.11619281768799
D:/strokeDataset\sub-368\dwi\sub-368_rec-ADC_dwi.nii.gz,"(384, 384, 24, 1)",float64,"(np.float32(0.59895825), np.float32(0.59895825), np.float32(6.0), np.float32(0.0))",3538944,1.3796939849853516,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.59895825), np.float32(6.0))",3538944,1.3796930313110352
D:/strokeDataset\sub-368\dwi\sub-368_rec-TRACE_dwi.nii.gz,"(384, 384, 24, 1)",float64,"(np.float32(0.59895825), np.float32(0.59895825), np.float32(6.0), np.float32(0.0))",3538944,1.4183673858642578,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.59895825), np.float32(6.0))",3538944,1.614314079284668
D:/strokeDataset\sub-369\anat\sub-369_FLAIR.nii.gz,"(190, 320, 320)",float64,"(np.float32(0.90000546), np.float32(0.78124994), np.float32(0.78125))",19456000,6.732509613037109,"(190, 320, 320)",float64,"(np.float32(0.90000546), np.float32(0.78124994), np.float32(0.78125))",19456000,6.732509613037109
D:/strokeDataset\sub-369\anat\sub-369_T1w.nii.gz,"(170, 288, 288)",float64,"(np.float32(0.9999986), np.float32(0.8680556), np.float32(0.86805564))",14100480,6.422494888305664,"(170, 288, 288)",float64,"(np.float32(0.9999986), np.float32(0.8680556), np.float32(0.86805564))",14100480,6.422494888305664
D:/strokeDataset\sub-369\dwi\sub-369_rec-ADC_dwi.nii.gz,"(240, 240, 24, 1)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.9999995), np.float32(0.0))",1382400,0.5983352661132812,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.9999995))",1382400,0.5983333587646484
D:/strokeDataset\sub-369\dwi\sub-369_rec-TRACE_dwi.nii.gz,"(240, 240, 24, 1)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.9999995), np.float32(0.0))",1382400,0.5538845062255859,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.9999995))",1382400,0.6304798126220703
D:/strokeDataset\sub-37\anat\sub-37_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.89999247), np.float32(0.4892473), np.float32(0.48924735))",52428800,15.181285858154297,"(200, 512, 512)",float64,"(np.float32(0.89999247), np.float32(0.4892473), np.float32(0.48924735))",52428800,15.181285858154297
D:/strokeDataset\sub-37\anat\sub-37_T1w.nii.gz,"(370, 528, 528)",float64,"(np.float32(0.49998656), np.float32(0.4748944), np.float32(0.47489437))",103150080,30.362624168395996,"(370, 528, 528)",float64,"(np.float32(0.49998656), np.float32(0.4748944), np.float32(0.47489437))",103150080,30.362624168395996
D:/strokeDataset\sub-37\dwi\sub-37_rec-ADC_dwi.nii.gz,"(224, 224, 25, 1)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.000001), np.float32(0.0))",1254400,0.6642265319824219,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.000001))",1254400,0.6642274856567383
D:/strokeDataset\sub-37\dwi\sub-37_rec-TRACE_dwi.nii.gz,"(224, 224, 25, 1)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.000001), np.float32(0.0))",1254400,0.45073890686035156,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.000001))",1254400,0.5068893432617188
D:/strokeDataset\sub-370\anat\sub-370_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.9000022), np.float32(0.48924726), np.float32(0.48924738))",52428800,15.246353149414062,"(200, 512, 512)",float64,"(np.float32(0.9000022), np.float32(0.48924726), np.float32(0.48924738))",52428800,15.246353149414062
D:/strokeDataset\sub-370\anat\sub-370_T1w.nii.gz,"(370, 560, 560)",float64,"(np.float32(0.5000024), np.float32(0.46354556), np.float32(0.4635456))",116032000,32.47279739379883,"(370, 560, 560)",float64,"(np.float32(0.5000024), np.float32(0.46354556), np.float32(0.4635456))",116032000,32.47279739379883
D:/strokeDataset\sub-370\dwi\sub-370_rec-ADC_dwi.nii.gz,"(224, 224, 26, 1)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000005), np.float32(0.0))",1304576,0.45477294921875,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000005))",1304576,0.45476818084716797
D:/strokeDataset\sub-370\dwi\sub-370_rec-TRACE_dwi.nii.gz,"(224, 224, 26, 1)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000005), np.float32(0.0))",1304576,0.5709152221679688,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(6.0000005))",1304576,0.6368570327758789
D:/strokeDataset\sub-371\anat\sub-371_FLAIR.nii.gz,"(256, 256, 28)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1835008,0.8551740646362305,"(256, 256, 28)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1835008,0.8551740646362305
D:/strokeDataset\sub-371\anat\sub-371_T1w.nii.gz,"(170, 256, 256)",float64,"(np.float32(0.9999995), np.float32(0.9765625), np.float32(0.9765625))",11141120,3.2764968872070312,"(170, 256, 256)",float64,"(np.float32(0.9999995), np.float32(0.9765625), np.float32(0.9765625))",11141120,3.2764968872070312
D:/strokeDataset\sub-371\dwi\sub-371_rec-ADC_dwi.nii.gz,"(256, 256, 24, 1)",float64,"(np.float32(0.9765625), np.float32(0.97656244), np.float32(6.000003), np.float32(0.0))",1572864,0.6822271347045898,"(256, 256, 24)",float64,"(np.float32(0.9765625), np.float32(0.97656244), np.float32(6.000003))",1572864,0.6822261810302734
D:/strokeDataset\sub-371\dwi\sub-371_rec-TRACE_dwi.nii.gz,"(256, 256, 24, 1)",float64,"(np.float32(0.9765625), np.float32(0.97656244), np.float32(6.000003), np.float32(0.0))",1572864,0.5255947113037109,"(256, 256, 24)",float64,"(np.float32(0.9765625), np.float32(0.97656244), np.float32(6.000003))",1572864,0.6029596328735352
D:/strokeDataset\sub-372\anat\sub-372_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.89999413), np.float32(0.48924732), np.float32(0.4892473))",52428800,14.19168472290039,"(200, 512, 512)",float64,"(np.float32(0.89999413), np.float32(0.48924732), np.float32(0.4892473))",52428800,14.19168472290039
D:/strokeDataset\sub-372\anat\sub-372_T1w.nii.gz,"(370, 528, 528)",float64,"(np.float32(0.50000334), np.float32(0.47489443), np.float32(0.47489432))",103150080,29.683887481689453,"(370, 528, 528)",float64,"(np.float32(0.50000334), np.float32(0.47489443), np.float32(0.47489432))",103150080,29.683887481689453
D:/strokeDataset\sub-372\dwi\sub-372_rec-ADC_dwi.nii.gz,"(224, 224, 26, 1)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000052), np.float32(0.0))",1304576,0.6621475219726562,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000052))",1304576,0.6621456146240234
D:/strokeDataset\sub-372\dwi\sub-372_rec-TRACE_dwi.nii.gz,"(224, 224, 26, 1)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000052), np.float32(0.0))",1304576,0.45877838134765625,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000052))",1304576,0.4884328842163086
D:/strokeDataset\sub-373\anat\sub-373_FLAIR.nii.gz,"(336, 221, 336)",float64,"(np.float32(0.6026766), np.float32(0.9999991), np.float32(0.6026766))",24950016,5.628026008605957,"(336, 221, 336)",float64,"(np.float32(0.6026766), np.float32(0.9999991), np.float32(0.6026766))",24950016,5.628026008605957
D:/strokeDataset\sub-373\anat\sub-373_T1w.nii.gz,"(170, 288, 288)",float64,"(np.float32(0.9999907), np.float32(0.9236111), np.float32(0.9236111))",14100480,3.534961700439453,"(170, 288, 288)",float64,"(np.float32(0.9999907), np.float32(0.9236111), np.float32(0.9236111))",14100480,3.534961700439453
D:/strokeDataset\sub-373\dwi\sub-373_rec-ADC_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.8984374), np.float32(0.8984375), np.float32(5.9999986), np.float32(0.0))",1703936,0.7310295104980469,"(256, 256, 26)",float64,"(np.float32(0.8984374), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.7310295104980469
D:/strokeDataset\sub-373\dwi\sub-373_rec-TRACE_dwi.nii.gz,"(256, 256, 26, 1)",float64,"(np.float32(0.8984374), np.float32(0.8984375), np.float32(5.9999986), np.float32(0.0))",1703936,0.5303020477294922,"(256, 256, 26)",float64,"(np.float32(0.8984374), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.5826168060302734
D:/strokeDataset\sub-374\anat\sub-374_FLAIR.nii.gz,"(1024, 200, 1024)",float64,"(np.float32(0.24456531), np.float32(1.0000046), np.float32(0.24456519))",209715200,53.31078338623047,"(1024, 200, 1024)",float64,"(np.float32(0.24456531), np.float32(1.0000046), np.float32(0.24456519))",209715200,53.31078338623047
D:/strokeDataset\sub-374\anat\sub-374_T1w.nii.gz,"(348, 560, 560)",float64,"(np.float32(0.5000079), np.float32(0.41092002), np.float32(0.41092))",109132800,39.96194839477539,"(348, 560, 560)",float64,"(np.float32(0.5000079), np.float32(0.41092002), np.float32(0.41092))",109132800,39.96194839477539
D:/strokeDataset\sub-374\dwi\sub-374_rec-ADC_dwi.nii.gz,"(384, 384, 24, 1)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(5.9999995), np.float32(0.0))",3538944,1.5304803848266602,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(5.9999995))",3538944,1.5304765701293945
D:/strokeDataset\sub-374\dwi\sub-374_rec-TRACE_dwi.nii.gz,"(384, 384, 24, 1)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(5.9999995), np.float32(0.0))",3538944,1.4853706359863281,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.59895825), np.float32(5.9999995))",3538944,1.6689958572387695
D:/strokeDataset\sub-375\anat\sub-375_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.90000474), np.float32(0.48924735), np.float32(0.48924735))",52428800,15.811652183532715,"(200, 512, 512)",float64,"(np.float32(0.90000474), np.float32(0.48924735), np.float32(0.48924735))",52428800,15.811652183532715
D:/strokeDataset\sub-375\anat\sub-375_T1w.nii.gz,"(370, 512, 512)",float64,"(np.float32(0.50000656), np.float32(0.48387095), np.float32(0.48387098))",96993280,31.342219352722168,"(370, 512, 512)",float64,"(np.float32(0.50000656), np.float32(0.48387095), np.float32(0.48387098))",96993280,31.342219352722168
D:/strokeDataset\sub-375\dwi\sub-375_rec-ADC_dwi.nii.gz,"(288, 288, 25, 1)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(6.0000024), np.float32(0.0))",2073600,0.9568719863891602,"(288, 288, 25)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(6.0000024))",2073600,0.9568700790405273
D:/strokeDataset\sub-375\dwi\sub-375_rec-TRACE_dwi.nii.gz,"(288, 288, 25, 1)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(6.0000024), np.float32(0.0))",2073600,0.5670461654663086,"(288, 288, 25)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(6.0000024))",2073600,0.636164665222168
D:/strokeDataset\sub-376\anat\sub-376_FLAIR.nii.gz,"(400, 400, 29)",float64,"(np.float32(0.575), np.float32(0.5749999), np.float32(5.999999))",4640000,1.9729633331298828,"(400, 400, 29)",float64,"(np.float32(0.575), np.float32(0.5749999), np.float32(5.999999))",4640000,1.9729633331298828
D:/strokeDataset\sub-376\anat\sub-376_T1w.nii.gz,"(512, 512, 25)",float64,"(np.float32(0.46874997), np.float32(0.46874997), np.float32(5.999999))",6553600,2.8623876571655273,"(512, 512, 25)",float64,"(np.float32(0.46874997), np.float32(0.46874997), np.float32(5.999999))",6553600,2.8623876571655273
D:/strokeDataset\sub-376\dwi\sub-376_rec-ADC_dwi.nii.gz,"(256, 256, 25, 1)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999999), np.float32(0.0))",1638400,0.8157863616943359,"(256, 256, 25)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999999))",1638400,0.8157854080200195
D:/strokeDataset\sub-376\dwi\sub-376_rec-TRACE_dwi.nii.gz,"(256, 256, 25, 1)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999999), np.float32(0.0))",1638400,0.5839719772338867,"(256, 256, 25)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.999999))",1638400,0.6486072540283203
D:/strokeDataset\sub-377\anat\sub-377_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.89999896), np.float32(0.48924735), np.float32(0.4892473))",52428800,13.951937675476074,"(200, 512, 512)",float64,"(np.float32(0.89999896), np.float32(0.48924735), np.float32(0.4892473))",52428800,13.951937675476074
D:/strokeDataset\sub-377\anat\sub-377_T1w.nii.gz,"(370, 512, 512)",float64,"(np.float32(0.4999899), np.float32(0.48387098), np.float32(0.48387095))",96993280,26.717156410217285,"(370, 512, 512)",float64,"(np.float32(0.4999899), np.float32(0.48387098), np.float32(0.48387095))",96993280,26.717156410217285
D:/strokeDataset\sub-377\dwi\sub-377_rec-ADC_dwi.nii.gz,"(288, 288, 26, 1)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.999998), np.float32(0.0))",2156544,0.8970413208007812,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.999998))",2156544,0.8970403671264648
D:/strokeDataset\sub-377\dwi\sub-377_rec-TRACE_dwi.nii.gz,"(288, 288, 26, 1)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.999998), np.float32(0.0))",2156544,0.6661262512207031,"(288, 288, 26)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(5.999998))",2156544,0.7409391403198242
D:/strokeDataset\sub-378\anat\sub-378_FLAIR.nii.gz,"(200, 512, 512)",float64,"(np.float32(0.9000038), np.float32(0.4892473), np.float32(0.4892473))",52428800,15.935126304626465,"(200, 512, 512)",float64,"(np.float32(0.9000038), np.float32(0.4892473), np.float32(0.4892473))",52428800,15.935126304626465
D:/strokeDataset\sub-378\anat\sub-378_T1w.nii.gz,"(370, 512, 512)",float64,"(np.float32(0.49999827), np.float32(0.48387098), np.float32(0.48387095))",96993280,31.71981716156006,"(370, 512, 512)",float64,"(np.float32(0.49999827), np.float32(0.48387098), np.float32(0.48387095))",96993280,31.71981716156006
D:/strokeDataset\sub-378\dwi\sub-378_rec-ADC_dwi.nii.gz,"(288, 288, 26, 1)",float64,"(np.float32(0.93283576), np.float32(0.9328357), np.float32(5.999996), np.float32(0.0))",2156544,1.0586833953857422,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328357), np.float32(5.999996))",2156544,1.0586814880371094
