file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/strokeDataset\derivatives\lesion_masks\sub-1\dwi\sub-1_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.0027093887329101562,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.0027093887329101562
D:/strokeDataset\derivatives\lesion_masks\sub-1\dwi\sub-1_space-TRACE_desc-lesionChronic_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.0032215118408203125,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.0032215118408203125
D:/strokeDataset\derivatives\lesion_masks\sub-1\dwi\sub-1_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.00400543212890625,"(256, 256, 26)",float64,"(np.float32(0.9375001), np.float32(0.93750006), np.float32(5.9999986))",1703936,0.00400543212890625
D:/strokeDataset\derivatives\lesion_masks\sub-10\dwi\sub-10_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.000001))",1254400,0.0017976760864257812,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.000001))",1254400,0.0017976760864257812
D:/strokeDataset\derivatives\lesion_masks\sub-10\dwi\sub-10_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.000001))",1254400,0.00179290771484375,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.000001))",1254400,0.00179290771484375
D:/strokeDataset\derivatives\lesion_masks\sub-100\dwi\sub-100_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999976))",1703936,0.0031719207763671875,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999976))",1703936,0.0031719207763671875
D:/strokeDataset\derivatives\lesion_masks\sub-100\dwi\sub-100_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999976))",1703936,0.0031671524047851562,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999976))",1703936,0.0031671524047851562
D:/strokeDataset\derivatives\lesion_masks\sub-1000\dwi\sub-1000_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0014400482177734375,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0014400482177734375
D:/strokeDataset\derivatives\lesion_masks\sub-1000\dwi\sub-1000_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0014352798461914062,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0014352798461914062
D:/strokeDataset\derivatives\lesion_masks\sub-1001\dwi\sub-1001_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0023164749145507812,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0023164749145507812
D:/strokeDataset\derivatives\lesion_masks\sub-1001\dwi\sub-1001_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.00231170654296875,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.00231170654296875
D:/strokeDataset\derivatives\lesion_masks\sub-1003\dwi\sub-1003_space-TRACE_desc-lesionAcute_mask.nii.gz,"(480, 480, 25)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(6.0000014))",5760000,0.005816459655761719,"(480, 480, 25)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(6.0000014))",5760000,0.005816459655761719
D:/strokeDataset\derivatives\lesion_masks\sub-1003\dwi\sub-1003_space-TRACE_desc-lesion_mask.nii.gz,"(480, 480, 25)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(6.0000014))",5760000,0.0058116912841796875,"(480, 480, 25)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(6.0000014))",5760000,0.0058116912841796875
D:/strokeDataset\derivatives\lesion_masks\sub-1004\dwi\sub-1004_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.0019140243530273438,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.0019140243530273438
D:/strokeDataset\derivatives\lesion_masks\sub-1004\dwi\sub-1004_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.0019092559814453125,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(5.9999986))",1703936,0.0019092559814453125
D:/strokeDataset\derivatives\lesion_masks\sub-1005\dwi\sub-1005_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0017719268798828125,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0017719268798828125
D:/strokeDataset\derivatives\lesion_masks\sub-1005\dwi\sub-1005_space-TRACE_desc-lesionChronic_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0017194747924804688,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0017194747924804688
D:/strokeDataset\derivatives\lesion_masks\sub-1005\dwi\sub-1005_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0018262863159179688,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(6.0))",1382400,0.0018262863159179688
D:/strokeDataset\derivatives\lesion_masks\sub-1006\dwi\sub-1006_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0016107559204101562,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0016107559204101562
D:/strokeDataset\derivatives\lesion_masks\sub-1006\dwi\sub-1006_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0017490386962890625,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0017490386962890625
D:/strokeDataset\derivatives\lesion_masks\sub-1006\dwi\sub-1006_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0018243789672851562,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(6.0000014))",1254400,0.0018243789672851562
D:/strokeDataset\derivatives\lesion_masks\sub-1007\dwi\sub-1007_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 28)",float64,"(np.float32(0.9385959), np.float32(0.93859595), np.float32(6.0000014))",1835008,0.0023984909057617188,"(256, 256, 28)",float64,"(np.float32(0.9385959), np.float32(0.93859595), np.float32(6.0000014))",1835008,0.0023984909057617188
D:/strokeDataset\derivatives\lesion_masks\sub-1007\dwi\sub-1007_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 28)",float64,"(np.float32(0.9385959), np.float32(0.93859595), np.float32(6.0000014))",1835008,0.0023937225341796875,"(256, 256, 28)",float64,"(np.float32(0.9385959), np.float32(0.93859595), np.float32(6.0000014))",1835008,0.0023937225341796875
D:/strokeDataset\derivatives\lesion_masks\sub-1009\dwi\sub-1009_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.92345726), np.float32(0.92345726), np.float32(6.0))",1703936,0.0021314620971679688,"(256, 256, 26)",float64,"(np.float32(0.92345726), np.float32(0.92345726), np.float32(6.0))",1703936,0.0021314620971679688
D:/strokeDataset\derivatives\lesion_masks\sub-1009\dwi\sub-1009_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.92345726), np.float32(0.92345726), np.float32(6.0))",1703936,0.0021266937255859375,"(256, 256, 26)",float64,"(np.float32(0.92345726), np.float32(0.92345726), np.float32(6.0))",1703936,0.0021266937255859375
D:/strokeDataset\derivatives\lesion_masks\sub-101\dwi\sub-101_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000005))",1572864,0.0022754669189453125,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000005))",1572864,0.0022754669189453125
D:/strokeDataset\derivatives\lesion_masks\sub-101\dwi\sub-101_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000005))",1572864,0.0022706985473632812,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000005))",1572864,0.0022706985473632812
D:/strokeDataset\derivatives\lesion_masks\sub-1010\dwi\sub-1010_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999986))",1304576,0.0029354095458984375,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999986))",1304576,0.0029354095458984375
D:/strokeDataset\derivatives\lesion_masks\sub-1010\dwi\sub-1010_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999986))",1304576,0.0029306411743164062,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999986))",1304576,0.0029306411743164062
D:/strokeDataset\derivatives\lesion_masks\sub-1011\dwi\sub-1011_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(1.0416665), np.float32(1.0416667), np.float32(6.0000024))",1497600,0.0035181045532226562,"(240, 240, 26)",float64,"(np.float32(1.0416665), np.float32(1.0416667), np.float32(6.0000024))",1497600,0.0035181045532226562
D:/strokeDataset\derivatives\lesion_masks\sub-1011\dwi\sub-1011_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(1.0416665), np.float32(1.0416667), np.float32(6.0000024))",1497600,0.003513336181640625,"(240, 240, 26)",float64,"(np.float32(1.0416665), np.float32(1.0416667), np.float32(6.0000024))",1497600,0.003513336181640625
D:/strokeDataset\derivatives\lesion_masks\sub-1012\dwi\sub-1012_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.0019826889038085938,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.0019826889038085938
D:/strokeDataset\derivatives\lesion_masks\sub-1012\dwi\sub-1012_space-TRACE_desc-lesionChronic_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.001861572265625,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.001861572265625
D:/strokeDataset\derivatives\lesion_masks\sub-1012\dwi\sub-1012_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.0019960403442382812,"(256, 256, 26)",float64,"(np.float32(0.9765625), np.float32(0.9765625), np.float32(6.0000057))",1703936,0.0019960403442382812
D:/strokeDataset\derivatives\lesion_masks\sub-1013\dwi\sub-1013_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.9765625), np.float32(6.000003))",1703936,0.0045108795166015625,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.9765625), np.float32(6.000003))",1703936,0.0045108795166015625
D:/strokeDataset\derivatives\lesion_masks\sub-1013\dwi\sub-1013_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.9765625), np.float32(6.000003))",1703936,0.004506111145019531,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.9765625), np.float32(6.000003))",1703936,0.004506111145019531
D:/strokeDataset\derivatives\lesion_masks\sub-1014\dwi\sub-1014_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843756), np.float32(5.999996))",1638400,0.002346038818359375,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843756), np.float32(5.999996))",1638400,0.002346038818359375
D:/strokeDataset\derivatives\lesion_masks\sub-1014\dwi\sub-1014_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843756), np.float32(5.999996))",1638400,0.0023412704467773438,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843756), np.float32(5.999996))",1638400,0.0023412704467773438
D:/strokeDataset\derivatives\lesion_masks\sub-1015\dwi\sub-1015_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 28)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000014))",1404928,0.0032806396484375,"(224, 224, 28)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000014))",1404928,0.0032806396484375
D:/strokeDataset\derivatives\lesion_masks\sub-1015\dwi\sub-1015_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 28)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000014))",1404928,0.0032758712768554688,"(224, 224, 28)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000014))",1404928,0.0032758712768554688
D:/strokeDataset\derivatives\lesion_masks\sub-1016\dwi\sub-1016_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0023517608642578125,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0023517608642578125
D:/strokeDataset\derivatives\lesion_masks\sub-1016\dwi\sub-1016_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0023469924926757812,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0023469924926757812
D:/strokeDataset\derivatives\lesion_masks\sub-1017\dwi\sub-1017_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.59895825), np.float32(5.9999948))",3538944,0.00377655029296875,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.59895825), np.float32(5.9999948))",3538944,0.00377655029296875
D:/strokeDataset\derivatives\lesion_masks\sub-1017\dwi\sub-1017_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.59895825), np.float32(5.9999948))",3538944,0.0037717819213867188,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.59895825), np.float32(5.9999948))",3538944,0.0037717819213867188
D:/strokeDataset\derivatives\lesion_masks\sub-1018\dwi\sub-1018_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(6.0))",3538944,0.005863189697265625,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(6.0))",3538944,0.005863189697265625
D:/strokeDataset\derivatives\lesion_masks\sub-1018\dwi\sub-1018_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(6.0))",3538944,0.005858421325683594,"(384, 384, 24)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(6.0))",3538944,0.005858421325683594
D:/strokeDataset\derivatives\lesion_masks\sub-1019\dwi\sub-1019_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000024))",1254400,0.001495361328125,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000024))",1254400,0.001495361328125
D:/strokeDataset\derivatives\lesion_masks\sub-1019\dwi\sub-1019_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000024))",1254400,0.0014905929565429688,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(6.0000024))",1254400,0.0014905929565429688
D:/strokeDataset\derivatives\lesion_masks\sub-102\dwi\sub-102_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(5.999994))",1703936,0.0028810501098632812,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(5.999994))",1703936,0.0028810501098632812
D:/strokeDataset\derivatives\lesion_masks\sub-102\dwi\sub-102_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(5.999994))",1703936,0.00287628173828125,"(256, 256, 26)",float64,"(np.float32(0.97656244), np.float32(0.9765625), np.float32(5.999994))",1703936,0.00287628173828125
D:/strokeDataset\derivatives\lesion_masks\sub-1020\dwi\sub-1020_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0015163421630859375,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0015163421630859375
D:/strokeDataset\derivatives\lesion_masks\sub-1020\dwi\sub-1020_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0015115737915039062,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0015115737915039062
D:/strokeDataset\derivatives\lesion_masks\sub-1021\dwi\sub-1021_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(5.9999986))",1497600,0.0020666122436523438,"(240, 240, 26)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(5.9999986))",1497600,0.0020666122436523438
D:/strokeDataset\derivatives\lesion_masks\sub-1021\dwi\sub-1021_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(5.9999986))",1497600,0.0020618438720703125,"(240, 240, 26)",float64,"(np.float32(0.99999994), np.float32(1.0), np.float32(5.9999986))",1497600,0.0020618438720703125
D:/strokeDataset\derivatives\lesion_masks\sub-1022\dwi\sub-1022_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000014))",1304576,0.0016031265258789062,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000014))",1304576,0.0016031265258789062
D:/strokeDataset\derivatives\lesion_masks\sub-1022\dwi\sub-1022_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000014))",1304576,0.001598358154296875,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000014))",1304576,0.001598358154296875
D:/strokeDataset\derivatives\lesion_masks\sub-1024\dwi\sub-1024_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.0024080276489257812,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.0024080276489257812
D:/strokeDataset\derivatives\lesion_masks\sub-1024\dwi\sub-1024_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.0015344619750976562,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.0015344619750976562
D:/strokeDataset\derivatives\lesion_masks\sub-1024\dwi\sub-1024_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.002353668212890625,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999957))",1304576,0.002353668212890625
D:/strokeDataset\derivatives\lesion_masks\sub-1025\dwi\sub-1025_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0018644332885742188,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0018644332885742188
D:/strokeDataset\derivatives\lesion_masks\sub-1025\dwi\sub-1025_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0024852752685546875,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0024852752685546875
D:/strokeDataset\derivatives\lesion_masks\sub-1025\dwi\sub-1025_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0028676986694335938,"(224, 224, 26)",float64,"(np.float32(1.0223993), np.float32(1.0223991), np.float32(6.0000052))",1304576,0.0028676986694335938
D:/strokeDataset\derivatives\lesion_masks\sub-1026\dwi\sub-1026_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.0014925003051757812,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.0014925003051757812
D:/strokeDataset\derivatives\lesion_masks\sub-1026\dwi\sub-1026_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.00150299072265625,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.00150299072265625
D:/strokeDataset\derivatives\lesion_masks\sub-1026\dwi\sub-1026_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.0015497207641601562,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057692), np.float32(5.9999957))",1254400,0.0015497207641601562
D:/strokeDataset\derivatives\lesion_masks\sub-1027\dwi\sub-1027_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.0035762786865234375,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.0035762786865234375
D:/strokeDataset\derivatives\lesion_masks\sub-1027\dwi\sub-1027_space-TRACE_desc-lesionChronic_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.003635406494140625,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.003635406494140625
D:/strokeDataset\derivatives\lesion_masks\sub-1027\dwi\sub-1027_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.0036649703979492188,"(384, 384, 24)",float64,"(np.float32(0.59895843), np.float32(0.5989583), np.float32(5.999994))",3538944,0.0036649703979492188
D:/strokeDataset\derivatives\lesion_masks\sub-1028\dwi\sub-1028_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 25)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(6.000001))",2073600,0.0022439956665039062,"(288, 288, 25)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(6.000001))",2073600,0.0022439956665039062
D:/strokeDataset\derivatives\lesion_masks\sub-1028\dwi\sub-1028_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 25)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(6.000001))",2073600,0.002239227294921875,"(288, 288, 25)",float64,"(np.float32(0.9328358), np.float32(0.9328358), np.float32(6.000001))",2073600,0.002239227294921875
D:/strokeDataset\derivatives\lesion_masks\sub-1029\dwi\sub-1029_space-TRACE_desc-lesionAcute_mask.nii.gz,"(320, 320, 28)",float64,"(np.float32(0.8125), np.float32(0.8125), np.float32(6.000003))",2867200,0.0031862258911132812,"(320, 320, 28)",float64,"(np.float32(0.8125), np.float32(0.8125), np.float32(6.000003))",2867200,0.0031862258911132812
D:/strokeDataset\derivatives\lesion_masks\sub-1029\dwi\sub-1029_space-TRACE_desc-lesion_mask.nii.gz,"(320, 320, 28)",float64,"(np.float32(0.8125), np.float32(0.8125), np.float32(6.000003))",2867200,0.00318145751953125,"(320, 320, 28)",float64,"(np.float32(0.8125), np.float32(0.8125), np.float32(6.000003))",2867200,0.00318145751953125
D:/strokeDataset\derivatives\lesion_masks\sub-103\dwi\sub-103_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.00182342529296875,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.00182342529296875
